Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Único dueño,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Audi A6 Allroad 3.0 Tfsi 55 Tfsi Mild-hybrid,Ubicación no encontrada,Audi,A6 Allroad,2020,3.0 Tfsi 55 Tfsi Mild-hybrid,Gris,Híbrido/Nafta,5,Automática,3.0,Rural,57000,,,,Eléctrica,Integral,5.0,340.0,92000.0
Ford F-150 Raptor 3.5l Bi-turbo,Buenos Aires Interior,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,99800,,,,Eléctrica,4x4,5.0,456.0,82000.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,Gris,Nafta,4,Automática,5.0,Pick-Up,45000,,,,Eléctrica,4x4,5.0,400.0,64500.0
Mercedes-Benz Clase GLA 1.6 Gla250 Amg-line 211cv,Ubicación no encontrada,,Clase GLA,2022,1.6 Gla250 Amg-line 211cv,Gris,Nafta,5,Automática,1.6,SUV,17000,,,,Asistida,4x4,5.0,211.0,83000.0
Peugeot 3008 1.6 Gt-line Thp Tiptronic,Ubicación no encontrada,Peugeot,3008,2019,1.6 Gt-line Thp Tiptronic,Rojo,Nafta,5,Automática,1.6,SUV,100000,,,,Eléctrica,Delantera,5.0,165.0,87408.07
Toyota SW4 TDI 4X4 SRX AT6.,Ubicación no encontrada,Toyota,SW4,2023,TDI 4X4 SRX AT6.,Gris oscuro,Diésel,5,Automática,,SUV,6500,,,,Asistida,4x4,7.0,,45510.67
Mercedes-Benz Clase A 1.6 A35 4matic 306 Cv 4 p,Ubicación no encontrada,,Clase A,2022,1.6 A35 4matic 306 Cv 4 p,Blanco,Nafta,4,Automática,1.6,Sedán,30000,,,,Asistida,Integral,5.0,306.0,90500.0
DS DS7 Crossback 2.0 Hdi 180 At So Chic,Ubicación no encontrada,DS,DS7 Crossback,2020,2.0 Hdi 180 At So Chic,,Diésel,5,Automática,2.0,Monovolumen,92500,,,,,Delantera,5.0,180.0,37933.33
BMW X2 2.0 Sdrive20i Msportx,Ubicación no encontrada,BMW,X2,2022,2.0 Sdrive20i Msportx,Plateado,Nafta,5,Automática,2.0,SUV,11000,,,,Asistida,4x4,5.0,192.0,76000.0
Ford F150 Lariat V6 Hibrida Patentada 2023 Con 700kms.,Ubicación no encontrada,Ford,,2021,Lariat V6 Hibrida,Rojo,Híbrido,4,Automática secuencial,,Pick-Up,700,,,,,,,,88900.0
Mg Mgb Descapotable 1971,Ubicación no encontrada,MG,Mgb,1971,Descapotable,Verde oscuro,Nafta,2,,,Coupé,16465,,,,mechanical,,,,64900.0
Audi SQ5 3.0 Tfsi Stronic 354cv,Bs.As. G.B.A. Sur,Audi,SQ5,2018,3.0 Tfsi Stronic 354cv,,Nafta,5,Automática,3.0,SUV,58400,,,,,4x4,5.0,354.0,79000.0
Volvo Xc40 B4 Mild Hybrid 2024 Autopremium,Ubicación no encontrada,Volvo,XC40,2024,B4 MILD HYBRID,Negro,Híbrido/Nafta,5,Automática,2.0,SUV,1500,,,,Eléctrica,,,,78900.0
Jeep Commander 2.0 Td380 At9 4x4 7pas Overland,Ubicación no encontrada,Jeep,Commander,2024,2.0 Td380 At9 4x4 7pas Overland,Blanco,Diésel,5,Automática,2.0,SUV,500,,,,,4x4,7.0,170.0,75000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2021,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up,96000,,,,Hidráulica,4x4,5.0,395.0,41333.33
Ferrari 488 Gtb,Bs.As. G.B.A. Norte,Ferrari,488,2018,Gtb,Rojo,Nafta,2,Automática secuencial,,Coupé,12000,,,,Hidráulica,,,,960000.0
Toyota SW4 2.8 Srx 177cv 4x4 7as 6at,Ubicación no encontrada,Toyota,SW4,2023,2.8 Srx 177cv 4x4 7as 6at,Plateado,Diésel,5,Automática,2.8,SUV,29000,,,,Hidráulica,4x4,7.0,177.0,39666.67
Peugeot 3008 1.6 Hybrid 4 // 4630000,Ubicación no encontrada,Peugeot,3008,2022,1.6 Hybrid 4,Azul,Híbrido,5,Automática,1.6,SUV,19000,,,,,,,,59900.0
Toyota Hiace,Ubicación no encontrada,Toyota,Hiace,2024,VX PREMIUM,Gris,Diésel,4,,,Minivan,1000,,,,,,,,62990.0
Porsche Cayenne Coupe 340cv,Ubicación no encontrada,Porsche,Cayenne,2023,Coupe 340CV,,Nafta,5,,,,19000,,,,,,,,242500.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Ubicación no encontrada,,Clase GLC,2017,2.0 Glc250 300 4matic Atomático,Gris,Nafta,5,Automática,2.0,SUV,37500,,,,Asistida,4x4,5.0,211.0,70000.0
BMW Serie 2 2.0 M235I Xdrive Gran Coupe,Ubicación no encontrada,BMW,Serie 2,2023,2.0 M235I Xdrive Gran Coupe,Celeste,Nafta,4,Automática,2.0,,1000,,,,Asistida,Integral,4.0,306.0,63333.33
Volvo XC60 2.0 T5 Inscription,Ubicación no encontrada,Volvo,XC60,2018,2.0 T5 Inscription,Negro,Nafta,5,Automática,2.0,SUV,15000,,,,Eléctrica,4x2,5.0,203.0,69900.0
Toyota Hilux 2.8 Cd Srx 177cv 4x2 At,Bs.As. G.B.A. Norte,Toyota,Hilux,2022,2.8 Cd Srx 177cv 4x2 At,Negro,Diésel,4,Automática,2.8,Pick-Up,1111,,,,Hidráulica,4x2,5.0,177.0,67000.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,Azul,Nafta,4,Automática,5.0,Pick-Up,98300,,,,Eléctrica,4x4,5.0,400.0,66000.0
Porsche Cayenne S (e2.2) - Unidad Reservada,Ubicación no encontrada,Porsche,Cayenne S,2017,V6 420HP,Negro,Nafta,5,Automática,,SUV,115000,,,,,,,,99000.0
Jeep Grand Cherokee 3.6 Overland 286hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2019,3.6 Overland 286hp At,Gris,Nafta,5,Automática,3.6,SUV,52000,,,,Hidráulica,4x4,5.0,286.0,65500.0
Mercedes-Benz Clase A 1.6 A35 4Matic 306 Cv,Ubicación no encontrada,,Clase A,2021,1.6 A35 4Matic 306 Cv,,Nafta,5,Automática,1.6,Hatchback,9000,,,,Asistida,Integral,5.0,306.0,79000.0
BMW Serie 1 2.0 Xdrive M135 Performance,Ubicación no encontrada,BMW,Serie 1,2022,2.0 Xdrive M135 Performance,,Nafta,5,Automática,2.0,Hatchback,19000,,,,,,,306.0,80000.0
Mercedes-benz Accelo 1016 Manual Ultimo C Entrega Inmediata!,Ubicación no encontrada,,accelo 1016,2020,accelo 1016,,Eléctrico,2,,,,1000,,,,,,,,59990.0
BMW X5 4.4 M 555cv,Ubicación no encontrada,BMW,X5,2013,4.4 M 555cv,Azul,Nafta,5,Automática,4.4,SUV,87499,,,,Asistida,Integral,5.0,555.0,73900.0
Ford Shelby Cobra Aff V8 302,Ubicación no encontrada,Ford,Cobra,2002,Shelby AFF,Gris,Nafta,2,Manual,,Roadster,1300,,,,Mecánica,,,,65900.0
Toyota Land Cruiser 4.2 Dl,Bs.As. Costa Atlántica,Toyota,Land Cruiser,1994,4.2 Dl,Rojo,Diésel,5,Manual,4.2,SUV,203000,,,,,4x4,8.0,168.0,65000.0
Audi Q5 2.0 45 Tfsi Sport 252cv,Ubicación no encontrada,Audi,Q5,2021,2.0 45 Tfsi Sport 252cv,Negro,Nafta,5,Automática,2.0,SUV,23000,,,,Eléctrica,4x4,5.0,252.0,80000.0
BMW M2 m2,Ubicación no encontrada,BMW,M2,2017,m2,,Nafta,2,Automática,3.0,Coupé,27000,,,,Asistida,Trasera,4.0,370.0,95000.0
BMW Serie 4 2.0 430i Mpackage,Ubicación no encontrada,BMW,Serie 4,2023,2.0 430i Mpackage,Negro,Nafta,2,Automática,2.0,Coupé,2500,,,,Eléctrica,Trasera,4.0,252.0,84500.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,Rojo,Nafta,4,Automática,5.0,Pick-Up,83000,,,,Eléctrica,4x4,5.0,400.0,70000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2020,3.5l Bi-turbo,Negro,Nafta,4,Automática,3.5,Pick-Up,50000,,,,Eléctrica,4x4,5.0,456.0,82290.0
Lexus IS 300h Luxury,Capital Federal,Lexus,IS,2023,300h Luxury,,Nafta,5,Automática,3.0,Sedán,1900,,,,Eléctrica,Trasera,5.0,197.0,64000.0
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Bs.As. G.B.A. Oeste,RAM,2500,2020,6.7 Laramie I Atx 350cv 4x4,Plateado,Diésel,4,Automática,6.7,Pick-Up,30000,,,,Hidráulica,4x4,5.0,350.0,80000.0
Porsche Macan 3.0 S 245cv,Ubicación no encontrada,Porsche,Macan,2017,3.0 S 245cv,Blanco,Diésel,5,Manual,3.0,SUV,19000,,,,Hidráulica,4x4,5.0,245.0,179900.0
Volkswagen Tiguan Allspace 2.0 Tsi Life 4Motion Dsg,Ubicación no encontrada,Volkswagen,Tiguan Allspace,2023,2.0 Tsi Life 4Motion Dsg,Blanco,Nafta,5,Automática,2.0,SUV,500,,,,Asistida,4x4,5.0,220.0,90000.0
Chevrolet Camaro 6.2 Coupe Ss V8,Ubicación no encontrada,Chevrolet,Camaro,2019,6.2 Coupe Ss V8,Gris,Nafta,2,Manual,6.2,Coupé,15000,,,,Asistida,Trasera,2.0,405.0,91000.0
Mercedes-Benz Clase A 2.0 A250 Amg-line 224cv Hatch,Capital Federal,,Clase A,2022,2.0 A250 Amg-line 224cv Hatch,Blanco,Nafta,5,Automática,2.0,Hatchback,26000,,,,Asistida,Delantera,5.0,224.0,60000.0
Bmw M340i Xdrive,Ubicación no encontrada,BMW,Serie 3,2023,M340i Xdrive,Blanco,Nafta,4,Automática,3.0,Sedán,28000,,,,Eléctrica,,,,94990.0
BMW X6 4.4 M 555cv,Bs.As. G.B.A. Norte,BMW,X6,2013,4.4 M 555cv,,Nafta,5,Automática,4.4,SUV,38000,,,,Asistida,Integral,4.0,555.0,81000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Capital Federal,,Clase GLC,2017,2.0 Glc250 300 4matic Atomático,,Nafta,5,Automática,2.0,SUV,80000,,,,Asistida,4x4,5.0,211.0,62000.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,Rojo,Nafta,4,Automática,5.0,Pick-Up,63000,,,,Eléctrica,4x4,5.0,400.0,75000.0
Dodge Ram 1500 Laramie,Bs.As. G.B.A. Norte,Dodge,Ram 1500,2022,Laramie,Blanco,Nafta,5,Automática,,Pick-Up,16000,,,,Eléctrica,,,,62000.0
Lexus RX Lexus RX 500h FSport,Capital Federal,Lexus,RX,2023,Lexus RX 500h FSport,Negro,Híbrido/Nafta,4,Automática,3.5,SUV,2500,,,,Eléctrica,4x4,5.0,312.0,150000.0
Lotus  Esprit Se 1989  Special Equipment Se,Bs.As. G.B.A. Norte,Lotus,ESPRIT SE,1998,SPECIAL EQUIPMENT,,Nafta,2,,,,24000,,,,,,,,290000.0
Dodge Charger R/t 2012,Ubicación no encontrada,Dodge,Charger,2012,,,Nafta,5,Automática,2.4,,85000,,,,,,,,70000.0
BMW Serie 2 3.0 240i M Package,Capital Federal,BMW,Serie 2,2020,3.0 240i M Package,Azul,Nafta,2,Automática,3.0,Coupé,5000,,,,Asistida,Trasera,4.0,340.0,75000.0
BMW Serie M 4.4 M5 Sedan 560cv,Ubicación no encontrada,BMW,Serie M,2015,4.4 M5 Sedan 560cv,Negro,Nafta,4,Automática,3.0,Sedán,50236,,,,assisted,Trasera,5.0,560.0,85000.0
BMW Serie 1 2.0 Xdrive M135 Performance,Ubicación no encontrada,BMW,Serie 1,2020,2.0 Xdrive M135 Performance,Negro,Nafta,5,Automática,2.0,Hatchback,20000,,,,,,,306.0,60999.0
BMW Serie 3 3.0 330i Sedan Sport Line 252cv,Santa Fe,BMW,Serie 3,2021,3.0 330i Sedan Sport Line 252cv,,Nafta,4,Manual,3.0,Sedán,10500,,,,Asistida,Trasera,5.0,184.0,58000.0
Ds7 Crossback 1.6 Rivoli 215 At8,Córdoba,DS,DS7 Crossback,2023,Rivoli,Azul,Nafta,5,Automática,1.6,SUV,19000,,,,,,,,54666.67
Land Rover New Defender Hse X-dynimic Phev,Ubicación no encontrada,Land Rover,Defender,2023,HSE X-DYNIMIC PLUG IN HYBRID,Verde,Híbrido/Nafta,5,Automática,,SUV,15000,,,,Eléctrica,,,,204900.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2020,3.5l Bi-turbo,Negro,Nafta,4,Automática,3.5,Pick-Up,83500,,,,Eléctrica,4x4,5.0,456.0,84000.0
RAM 1500 5.7 Laramie Atx V8,Mendoza,RAM,1500,2020,5.7 Laramie Atx V8,Rojo,Nafta,4,Automática,5.7,Pick-Up,165000,,,,Hidráulica,4x4,5.0,395.0,36666.67
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2022,3.5l Bi-turbo,Blanco,Nafta,4,Automática,3.5,,13800,,,,,,,,125000.0
Mercedes Benz Ml 63 Amg,Bs.As. G.B.A. Sur,,Clase ML,2011,63 Amg,Negro,Nafta,5,,,SUV,104800,,,,Asistida,,,,62000.0
BMW Serie 2 3.0 240i M Package Lci,Ubicación no encontrada,BMW,Serie 2,2018,3.0 240i M Package Lci,Blanco,Nafta,2,Automática secuencial,3.0,Coupé,93000,,,,Asistida,Trasera,4.0,340.0,59500.0
Ds7 Crossback Etense 4x4 300cv Phev,Capital Federal,DS,DS7 Crossback,2022,Híbrido enchufable,Negro,Híbrido/Nafta,5,Automática secuencial,,SUV,19000,,,,Eléctrica,4x4,,,66900.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Ubicación no encontrada,,Clase GLE,2017,3.0 Gle400 Sport Coupe 4matic 333cv,,Nafta,5,Automática,3.0,SUV,39000,,,,Eléctrica,Integral,5.0,333.0,85000.0
Chevrolet Camaro 6.2 Coupe Ss V8,Ubicación no encontrada,Chevrolet,Camaro,2013,6.2 Coupe Ss V8,Negro,Nafta,2,Manual,6.2,Coupé,36000,,,,Asistida,Trasera,2.0,405.0,60000.0
Mercedes-Benz Clase C 6.3 C63 Amg Sedan 457cv,Ubicación no encontrada,,Clase C,2013,6.3 C63 Amg Sedan 457cv,Gris,Nafta,4,Automática,6.3,Sedán,48400,,,,Asistida,Delantera,4.0,457.0,65000.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,Negro,Nafta,4,Automática,3.0,Coupé,28000,,,,Asistida,Trasera,4.0,370.0,99900.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2022,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up,1000,,,,Hidráulica,4x4,5.0,395.0,63300.0
Toyota SW4 2.8 Srx 177cv 4x4 7as At,Ubicación no encontrada,Toyota,SW4,2023,2.8 Srx 177cv 4x4 7as At,Gris,Diésel,5,Automática,2.8,SUV,1000,,,,Hidráulica,4x4,7.0,177.0,41933.33
Ford Mustang Mach 1 2023,Ubicación no encontrada,Ford,Mustang,2023,Mach 1,Verde,Nafta,2,Automática,,,2900,,,,,,,,115000.0
Volkswagen Tiguan Allspace 2.0 Tsi Life 4Motion Dsg,Bs.As. G.B.A. Norte,Volkswagen,Tiguan Allspace,2024,2.0 Tsi Life 4Motion Dsg,Negro,Nafta,5,Automática,2.0,SUV,1234,,,,Asistida,4x4,5.0,220.0,41266.67
Mercedes-benz Clase G G500 V8 Biturbo,Ubicación no encontrada,,Clase G,2017,G500 V8 biturbo,,Nafta,5,,,,18000,,,,,,,,190000.0
Audi SQ5 3.0 Tfsi Stronic 354cv,Capital Federal,Audi,SQ5,2018,3.0 Tfsi Stronic 354cv,Gris,Nafta,5,Automática,3.0,SUV,90000,,,,Eléctrica,4x4,5.0,354.0,63900.0
Audi A6 3.0 55 Tfsi Stronic Quattro 340cv,Ubicación no encontrada,Audi,A6,2021,3.0 55 Tfsi Stronic Quattro 340cv,Plateado,Nafta,5,Automática,3.0,Sedán,16000,,,,Eléctrica,Integral,4.0,340.0,125000.0
Mercedes-Benz Sprinter 316 Cdi Furgón 3665 Te V2,Bs.As. G.B.A. Sur,,Sprinter,2023,316 Cdi Furgón 3665 Te V2,Azul,Diésel,2,Manual,2.1,Furgón,5180,,,,Hidráulica,Delantera,20.0,150.0,69000.0
Ford F-150 2021,Ubicación no encontrada,Ford,,2021,RAPTOR 3.5L V6 ECOBOOST  AT,Azul,Diésel,4,Automática,3.5,Pick-Up,139200,,,,Hidráulica,,,,77000.0
Mercedes-Benz Clase GLA 1.6 Gla200 Urban 156cv,Capital Federal,,Clase GLA,2022,1.6 Gla200 Urban 156cv,,Nafta,5,Automática,1.6,SUV,25000,,,,Asistida,Delantera,5.0,156.0,69500.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2016,6.4 Srt Atx 465hp At,Negro,Nafta,5,Automática,6.4,SUV,73000,,,,Hidráulica,4x4,5.0,465.0,67000.0
Porsche Boxster 3.4 S 315 Cv,Capital Federal,Porsche,Boxster,2014,3.4 S 315 Cv,Negro,Nafta,2,Manual,3.4,Cabriolet,29000,,,,Asistida,Trasera,2.0,310.0,185000.0
Alfa Romeo Stelvio 2.0 280cv At Q4 Veloce,Ubicación no encontrada,Alfa Romeo,Stelvio,2023,2.0 280cv At Q4 Veloce,,Nafta,5,Automática,2.0,SUV,9000,,,,Eléctrica,4x4,5.0,280.0,78000.0
BMW Serie M 3.0 M4 560cv,Capital Federal,BMW,Serie M,2017,3.0 M4 560cv,,Nafta,2,Automática,3.0,Coupé,29000,,,,Asistida,Trasera,4.0,431.0,140000.0
Mercedes-benz Clase Glc 300 Coupe Amg Line 4matic At,Capital Federal,,Clase GLC,2017,300 Coupe AMG Line,Blanco,Nafta,5,,,,64000,,,,,,,,70000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2023,5.7 Laramie Atx V8,Gris,Nafta,4,Automática,5.7,Pick-Up,7000,,,,Hidráulica,4x4,5.0,395.0,62000.0
Mercedes-Benz Clase C 3.0 V6 C43 4matic 390 Cv,Ubicación no encontrada,,Clase C,2021,3.0 V6 C43 4matic 390 Cv,Gris,Nafta,4,Automática,3.0,Sedán,570,,,,Eléctrica,Integral,5.0,390.0,112000.0
Ford Mustang 5.0 Gt 421cv,Ubicación no encontrada,Ford,Mustang,2018,5.0 Gt 421cv,Blanco,Nafta,2,Manual,5.0,,39000,,,,,,,,75000.0
Bmw 440 Cabrio Cabriolet Mini Cooper 220 240 Slk C300 Glc,Ubicación no encontrada,BMW,Serie 4,2017,440 cabrio cabriolet,Negro,Nafta,2,Automática secuencial,,Cabriolet,20000,,,,Asistida,,,,62000.0
Ford Ranger Raptor 3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,Ubicación no encontrada,Ford,Ranger Raptor,2024,3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,Azul,Nafta,4,Automática,3.0,Pick-Up,19000,,,,,4x4,5.0,397.0,83000.0
BMW X6 XDRIVE 40I 340CV,Ubicación no encontrada,BMW,X6,2020,XDRIVE 40I 340CV,Negro,Nafta,5,Automática secuencial,,SUV,40000,,,,Eléctrica,Integral,5.0,407.0,139900.0
BMW X4 30i Xdrive,Ubicación no encontrada,BMW,X4,2020,30i Xdrive,Negro,Nafta,5,,,,31000,,,,,,,,103000.0
Mercedes-Benz Clase A 1.6 A35 4matic 306 Cv 5 p,Ubicación no encontrada,,Clase A,2023,1.6 A35 4matic 306 Cv 5 p,,Nafta,5,Automática,1.6,Hatchback,3000,,,,Asistida,Integral,5.0,306.0,105000.0
Bmw M 240 I Drive Couoe,Bs.As. G.B.A. Oeste,BMW,M 240 I Drive,2018,3.0 240i M Package,Naranja,Nafta,2,Automática,3.0,Coupé,20500,,,,Eléctrica,,,,70000.0
RAM 1500 5.7 Laramie Atx V8,Santa Fe,RAM,1500,2022,5.7 Laramie Atx V8,,Nafta,4,Automática,5.7,Pick-Up,46000,,,,Hidráulica,4x4,5.0,395.0,48000.0
BMW Serie 1 2.0 Xdrive M135 Performance,Ubicación no encontrada,BMW,Serie 1,2021,2.0 Xdrive M135 Performance,Celeste,Nafta,5,Automática,2.0,Hatchback,15000,,,,,,,306.0,83000.0
BMW Serie 2 3.0 240i M Package,Ubicación no encontrada,BMW,Serie 2,2020,3.0 240i M Package,Blanco,Nafta,2,Automática,3.0,Coupé,20000,,,,Asistida,Trasera,4.0,340.0,72900.0
Volkswagen Amarok 3.0 V6 Extreme,Ubicación no encontrada,Volkswagen,Amarok,2023,3.0 V6 Extreme,Azul,Diésel,4,Automática,3.0,Pick-Up,7000,,,,,4x4,5.0,224.0,35933.33
Volkswagen Vento 1.4 Highline 150cv At,Ubicación no encontrada,Volkswagen,Vento,2019,1.4 Highline 150cv At,Blanco,Nafta,4,Automática,1.4,Sedán,70000,,,,Hidráulica,Delantera,5.0,150.0,66666.67
Ford Mustang 5.0 Gt 421cv,Ubicación no encontrada,Ford,Mustang,2020,5.0 Gt 421cv,Azul,Nafta,2,Manual,5.0,Coupé,10800,,,,Asistida,Trasera,2.0,421.0,84000.0
BMW Serie 4 3.0 440i Coupe M Package 326cv,Ubicación no encontrada,BMW,Serie 4,2017,3.0 440i Coupe M Package 326cv,Negro,Nafta,2,Automática,3.0,Coupé,5600,,,,Eléctrica,Trasera,4.0,326.0,67000.0
Alfa Romeo Stelvio 2.0 280cv,Ubicación no encontrada,Alfa Romeo,Stelvio,2020,2.0 280cv,,Nafta,5,Automática,2.0,SUV,18000,,,,electronic,4x4,5.0,280.0,59000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Ubicación no encontrada,,Clase GLC,2020,2.0 Glc300 4matic Offroad At,,Nafta,5,Automática,2.0,Coupé,69000,,,,Asistida,4x4,5.0,258.0,78000.0
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Ubicación no encontrada,RAM,2500,2016,6.7 Laramie I Atx 350cv 4x4,Negro,Diésel,4,Automática,6.7,Pick-Up,23000,,,,Hidráulica,4x4,5.0,350.0,81000.0
BMW X6 M,Ubicación no encontrada,BMW,X6,2017,M,Blanco,Nafta,5,,,,54000,,,,,,,,119900.0
Jeep Grand Cherokee 3.6 Limited 286hp Techo + Llantas 18,Ubicación no encontrada,Jeep,Grand Cherokee,2019,,,Nafta,5,Automática,3.6,SUV,63000,,,,Hidráulica,4x4,5.0,286.0,65000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Ubicación no encontrada,,Clase GLC,2017,2.0 Glc250 300 4matic Atomático,Azul,Nafta,5,Automática,2.0,SUV,98000,,,,Asistida,4x4,5.0,211.0,67900.0
Bmw X5 Xdrive 40i 2024 + Adicionales Autopremium,Ubicación no encontrada,BMW,X5,2024,Xdrive,Negro,Nafta,5,Automática secuencial,40.0,Off-Road,1000,,,,Eléctrica,,,,256900.0
Toyota SW4 2.8 Srx 204Cv 4X4 7As At,Ubicación no encontrada,Toyota,SW4,2021,2.8 Srx 204Cv 4X4 7As At,,Diésel,5,Automática,2.8,SUV,65000,,,,,4x4,7.0,204.0,38666.67
Bmw M 2 2018,Ubicación no encontrada,BMW,M2,2018,M 2,blue,Nafta,2,,,Coupé,20055,,,,hydraulic,,,,99900.0
Toyota SW4 2.8 Tdi Gr-s 4x4 7as 6at,San Luis,Toyota,SW4,2023,2.8 Tdi Gr-s 4x4 7as 6at,Blanco,Diésel,5,Automática,2.8,SUV,1700,,,,Hidráulica,4x4,7.0,177.0,65000.0
BMW X6 4.4 Xdrive 50i M Package 449cv,Ubicación no encontrada,BMW,X6,2016,4.4 Xdrive 50i M Package 449cv,Gris,Nafta,5,Automática,4.4,SUV,150000,,,,Asistida,4x4,5.0,407.0,89000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Ubicación no encontrada,,Clase GLE,2020,3.0 Gle400 Sport Coupe 4matic 333cv,,Nafta,5,Automática,3.0,SUV,28000,,,,Eléctrica,Integral,5.0,333.0,120000.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2019,3.6 Rubicon 284hp Atx,Blanco,Nafta,4,Automática,3.6,Off-Road,56224,,,,hydraulic,4x4,5.0,,74900.0
Porsche 718 cayman 2.5 S 350cv Automática,Ubicación no encontrada,Porsche,718 cayman,2019,2.5 S 350cv Automática,Negro,Nafta,2,Automática,2.5,Hatchback,22800,,,,Eléctrica,Trasera,2.0,350.0,192000.0
Mercedes-benz Glc 300 Coupe,Ubicación no encontrada,,Clase GLC,2018,GLC 300 COUPE,Azul,Nafta,5,,,SUV,56000,,,,Eléctrica,Integral,,,75700.0
MINI Cooper S 2.0 F55 Chili 192cv,Ubicación no encontrada,MINI,Cooper S,2021,2.0 F55 Chili 192cv,Blanco,Nafta,5,Manual,2.0,Hatchback,11500,,,,Asistida,Delantera,5.0,192.0,61500.0
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Ubicación no encontrada,RAM,2500,2021,6.7 Laramie I Atx 350cv 4x4,Azul,Diésel,4,Automática,6.7,Pick-Up,74000,,,,Hidráulica,4x4,5.0,350.0,79900.0
Jaguar F-Type 3.0,Bs.As. G.B.A. Norte,Jaguar,,2017,3.0,,Nafta,4,Automática,3.0,Sedán,9700,,,,Asistida,Trasera,5.0,510.0,155000.0
Mercedes-Benz Clase A 2.0 A250 Amg-line 211cv 224 hp,Ubicación no encontrada,,Clase A,2019,2.0 A250 Amg-line 211cv 224 hp,Plateado,Nafta,5,Automática,2.0,Hatchback,36000,,,,Asistida,Delantera,5.0,224.0,58990.0
Mercedes-benz Acello 1016 Manual,Capital Federal,,Acello 1016,2017,Manual,,Diésel,2,,,,300000,,,,,,,,62000.0
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,Ubicación no encontrada,Ford,Ranger,2024,,Gris,Diésel,4,Automática,3.0,Pick-Up,1000,,,,,,,250.0,43666.67
Ford Mustang Mach 1,Ubicación no encontrada,Ford,Mustang,2023,V8 de 475cv y 569Nm,Gris,Nafta,3,Automática secuencial,,Coupé,5000,,,,,,,,110000.0
Porsche Boxster 718 Gts,Ubicación no encontrada,Porsche,718 boxster,2019,718 GTS,Gris,Nafta,2,,,Cabriolet,22000,,,,,,,,220000.0
Audi SQ5 3.0 Tfsi Stronic 354cv,Ubicación no encontrada,Audi,SQ5,2019,3.0 Tfsi Stronic 354cv,Blanco,Nafta,5,Automática,3.0,SUV,90000,,,,Eléctrica,4x4,5.0,354.0,69800.0
Audi Q5 2.0 45 Tfsi Sport 252cv,Ubicación no encontrada,Audi,Q5,2023,2.0 45 Tfsi Sport 252cv,,Nafta,5,Automática,2.0,SUV,35000,,,,Eléctrica,4x4,5.0,252.0,79000.0
Ford F-150 F-150,Ubicación no encontrada,Ford,,2021,F-150,Blanco,Diésel,4,Automática,2.0,Pick-Up,82000,,,,Eléctrica,4x4,5.0,200.0,70000.0
Audi TT 2.0 T Fsi 230cv,Capital Federal,Audi,TT,2017,2.0 T Fsi 230cv,,Nafta,2,Automática,2.0,Coupé,32000,,,,Eléctrica,Delantera,4.0,230.0,65000.0
